mission,company,location,date,time,rocket,price,successful,original_text,clean_text,cluster,PCA_1,PCA_2,cluster_label
UK-DMC3A/B/C & Rideshares,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2015-07-10,16:28:00,PSLV-XL,22600000,True,UK-DMC3A/B/C & Rideshares,ukdmc abc rideshares,6,-0.08997442706426868,-0.035335892326965816,crs / gsat / apollo
CRS-7,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-06-28,14:21:00,Falcon 9 v1.1,7890000,False,CRS-7,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
Sentinel-2A,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-06-23,1:51:00,Vega,5880000,True,Sentinel-2A,sentinel a,6,-0.08960808702502586,-0.03478858152679935,crs / gsat / apollo
"DirecTV-15, Sky Mexico 1",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-05-27,21:16:00,Ariane 5 ECA,18120000,True,"DirecTV-15, Sky Mexico 1",directv sky mexico,6,-0.08820971229974175,-0.03351836069572852,crs / gsat / apollo
Turkmen??lem52E/MonacoSat,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-27,23:03:00,Falcon 9 v1.1,5080000,True,Turkmen??lem52E/MonacoSat,turkmenlem emonacosat,6,-0.08748149034647057,-0.032836510366669826,crs / gsat / apollo
"Thor 7, SICRAL-2",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2015-04-26,20:00:00,Ariane 5 ECA,19620000,True,"Thor 7, SICRAL-2",thor sicral,6,-0.08796655505314578,-0.03327968857349725,crs / gsat / apollo
CRS-6,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-04-15,20:10:00,Falcon 9 v1.1,20610000,True,CRS-6,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
IRNSS-1D,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2015-03-28,11:49:00,PSLV-XL,12340000,True,IRNSS-1D,irnss d,6,-0.09360990195346054,-0.03888463376076931,crs / gsat / apollo
Galileo FOC FM03-FM04,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2015-03-27,21:46:00,Soyuz ST-B/Fregat-MT,22860000,True,Galileo FOC FM03-FM04,galileo foc fm fm,1,-0.09775334192691339,-0.04368849342219669,fm / fm fm / galileo
ABS-3A & EUTELSAT 115 West B,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-03-02,3:50:00,Falcon 9 v1.1,16790000,True,ABS-3A & EUTELSAT 115 West B,abs a eutelsat west b,6,-0.09301766073380874,-0.03471968986372564,crs / gsat / apollo
DSCOVR,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-02-11,23:03:00,Falcon 9 v1.1,7310000,True,DSCOVR,dscovr,6,-0.08748149034646888,-0.032836510365973355,crs / gsat / apollo
IXV,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2015-02-11,13:40:00,Vega,22140000,True,IXV,ixv,6,-0.08748149034647133,-0.03283651036690375,crs / gsat / apollo
CRS-5,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2015-01-10,9:47:00,Falcon 9 v1.1,9230000,True,CRS-5,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
O3b FM09-FM12,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-12-18,18:37:00,Soyuz ST-B/Fregat-MT,7570000,True,O3b FM09-FM12,o b fm fm,1,-0.09715362210628574,-0.04303770275496873,fm / fm fm / galileo
Demo Flight (CARE),ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-12-18,4:00:00,GSLV Mk III,22510000,True,Demo Flight (CARE),demo flight care,6,-0.08951986838172256,-0.03477056092574608,crs / gsat / apollo
"DirecTV-14, GSAT-16",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-12-06,20:40:00,Ariane 5 ECA,9530000,True,"DirecTV-14, GSAT-16",directv gsat,6,-0.09436204265420028,-0.04018974270358371,crs / gsat / apollo
CRS Orb-3,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-10-28,22:22:00,Antares 130,17800000,False,CRS Orb-3,crs orb,6,-0.09958142147172296,-0.048901151288567875,crs / gsat / apollo
"Intelsat 30, ARSAT-1",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-10-16,21:43:00,Ariane 5 ECA,17310000,True,"Intelsat 30, ARSAT-1",intelsat arsat,6,-0.1140623434559872,0.3227574342323914,crs / gsat / apollo
IRNSS-1C,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-10-16,20:02:00,PSLV-XL,8690000,True,IRNSS-1C,irnss c,6,-0.09360990195346054,-0.03888463376076931,crs / gsat / apollo
CRS-4,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-21,5:52:00,Falcon 9 v1.1,16620000,True,CRS-4,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
"MEASAT 3b, Optus 10",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-09-11,22:05:00,Ariane 5 ECA,1370000,True,"MEASAT 3b, Optus 10",measat b optus,6,-0.08912407718489097,-0.031924090408193107,crs / gsat / apollo
AsiaSat 6,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-09-07,5:00:00,Falcon 9 v1.1,13010000,True,AsiaSat 6,asiasat,6,-0.08893711357145524,-0.034164667737895275,crs / gsat / apollo
Galileo FOC FM01-FM02,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-08-22,12:27:00,Soyuz ST-B/Fregat-MT,12080000,False,Galileo FOC FM01-FM02,galileo foc fm fm,1,-0.09775334192691339,-0.04368849342219669,fm / fm fm / galileo
AsiaSat 8,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-08-05,8:00:00,Falcon 9 v1.1,18770000,True,AsiaSat 8,asiasat,6,-0.08893711357145524,-0.034164667737895275,crs / gsat / apollo
Georges Lema??tre ATV,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-07-29,23:47:00,Ariane 5 ES,6540000,True,Georges Lema??tre ATV,georges lematre atv,6,-0.08792548622316668,-0.03323513813319595,crs / gsat / apollo
OG2 Mission 1,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-07-14,15:15:00,Falcon 9 v1.1,21620000,True,OG2 Mission 1,og mission,6,-0.08899298469688707,-0.03421757683669995,crs / gsat / apollo
CRS Orb-2,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-07-13,16:52:00,Antares 120,3500000,True,CRS Orb-2,crs orb,6,-0.09958142147172296,-0.048901151288567875,crs / gsat / apollo
O3b FM03/FM06-FM08,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-07-10,18:55:00,Soyuz ST-B/Fregat-MT,12510000,True,O3b FM03/FM06-FM08,o b fm fm fm,1,-0.09709813977104832,-0.04298064041545201,fm / fm fm / galileo
SPOT-7 & Rideshares,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-06-30,4:22:00,PSLV-CA,16620000,True,SPOT-7 & Rideshares,spot rideshares,6,-0.09245473080029774,-0.0377012518632368,crs / gsat / apollo
KazEOSat-1,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2014-04-30,1:35:00,Vega,2460000,True,KazEOSat-1,kazeosat,6,-0.08748149034647196,-0.03283651036634389,crs / gsat / apollo
CRS-3,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-04-18,19:25:00,Falcon 9 v1.1,3260000,True,CRS-3,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
IRNSS-1B,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2014-04-04,11:44:00,PSLV-XL,2470000,True,IRNSS-1B,irnss b,6,-0.09360990195346054,-0.03888463376076931,crs / gsat / apollo
Sentinel 1A,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2014-04-03,21:02:00,Soyuz ST-A/Fregat-M,9110000,True,Sentinel 1A,sentinel a,6,-0.08960808702502586,-0.03478858152679935,crs / gsat / apollo
"Astra 5B, Amazonas 4A",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-03-22,22:04:00,Ariane 5 ECA,10900000,True,"Astra 5B, Amazonas 4A",astra b amazonas a,6,-0.09104142142714304,-0.03622077254632949,crs / gsat / apollo
"ABS-2, Athena-Fidus",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2014-02-06,21:30:00,Ariane 5 ECA,3860000,True,"ABS-2, Athena-Fidus",abs athenafidus,6,-0.08787471103373215,-0.033185069064302956,crs / gsat / apollo
CRS Orb-1,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2014-01-09,18:07:00,Antares 120,19800000,True,CRS Orb-1,crs orb,6,-0.09958142147172296,-0.048901151288567875,crs / gsat / apollo
Thaicom 6,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2014-01-06,22:06:00,Falcon 9 v1.1,23810000,True,Thaicom 6,thaicom,6,-0.08975884182033825,-0.03491268070162614,crs / gsat / apollo
GSAT-14,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2014-01-05,10:48:00,GSLV Mk II,9840000,True,GSAT-14,gsat,6,-0.10065375256327912,-0.04715839800507049,crs / gsat / apollo
Gaia,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-12-19,9:12:00,Soyuz ST-B/Fregat-MT,22770000,True,Gaia,gaia,6,-0.08748149034647086,-0.03283651036615364,crs / gsat / apollo
SES-8,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-12-03,22:41:00,Falcon 9 v1.1,10400000,True,SES-8,ses,6,-0.09300305358238405,-0.03818291332070852,crs / gsat / apollo
ORS-3,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-11-20,1:15:00,Minotaur I,19660000,True,ORS-3,ors,6,-0.08918317341058017,-0.034429274302444295,crs / gsat / apollo
Mars Orbiter Mission,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-11-05,9:08:00,PSLV-XL,8660000,True,Mars Orbiter Mission,mars orbiter mission,6,-0.0896707328565994,-0.03486151522711176,crs / gsat / apollo
CASSIOPE,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",2013-09-29,16:00:00,Falcon 9 v1.1,21380000,True,CASSIOPE,cassiope,6,-0.08748149034647042,-0.032836510366224377,crs / gsat / apollo
CRS Orb-D1,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-09-13,14:58:00,Antares 110,15020000,True,CRS Orb-D1,crs orbd,6,-0.09742291834595523,-0.0462371949342529,crs / gsat / apollo
LADEE,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2013-09-07,3:27:00,Minotaur V,6530000,True,LADEE,ladee,6,-0.08748149034647056,-0.03283651036628468,crs / gsat / apollo
"Eutelsat 25B/Es'hail 1, GSAT-7",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-08-29,20:30:00,Ariane 5 ECA,17660000,True,"Eutelsat 25B/Es'hail 1, GSAT-7",eutelsat beshail gsat,6,-0.0955447673950159,-0.040436920998910414,crs / gsat / apollo
"Alphasat I-XL, INSAT-3D",Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-07-25,19:54:00,Ariane 5 ECA,23340000,True,"Alphasat I-XL, INSAT-3D",alphasat ixl insat d,6,-0.08970458682075187,-0.034993750300399445,crs / gsat / apollo
IRNSS-1A,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-07-01,18:11:00,PSLV-XL,11650000,True,IRNSS-1A,irnss a,6,-0.09360990195346054,-0.03888463376076931,crs / gsat / apollo
IRIS,Northrop,"Stargazer, Vandenberg AFB, California, USA",2013-06-28,2:27:00,Pegasus XL,10990000,True,IRIS,iris,6,-0.08748149034647404,-0.032836510366808666,crs / gsat / apollo
O3b FM01-FM02/FM04-FM05,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",2013-06-25,19:27:00,Soyuz ST-B/Fregat-MT,18760000,True,O3b FM01-FM02/FM04-FM05,o b fm fm fm fm,1,-0.09702138323152543,-0.0429009459176601,fm / fm fm / galileo
Albert Einstein ATV,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2013-06-05,21:52:00,Ariane 5 ES,10110000,True,Albert Einstein ATV,albert einstein atv,6,-0.08792548622316737,-0.03323513813345669,crs / gsat / apollo
"Proba-V, VNREDSat-1A & ESTCube-1",Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2013-05-07,2:06:00,Vega,21270000,True,"Proba-V, VNREDSat-1A & ESTCube-1",probav vnredsat a estcube,6,-0.0874814903464708,-0.032836510366486285,crs / gsat / apollo
Antares A-ONE,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",2013-04-21,21:00:00,Antares 110,16720000,True,Antares A-ONE,antares aone,6,-0.08748149034647225,-0.032836510365661424,crs / gsat / apollo
CRS-2,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",2013-03-01,15:10:00,Falcon 9 v1.0,2530000,True,CRS-2,crs,6,-0.11235985642803023,-0.06625467006024273,crs / gsat / apollo
SARAL & Rideshares,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2013-02-25,12:31:00,PSLV-CA,14540000,True,SARAL & Rideshares,saral rideshares,6,-0.0908080723244539,-0.03617238578777641,crs / gsat / apollo
